sku,name_short,brand,category,great_category
723332382,"Скраб для тела тонус и упругость ""Кофе и зеленый лайм"" 300 мл",SYNERGETIC,Скрабы,Beauty
722745840,"Скраб для тела увлажнение и моделирование ""Гвоздика и дикая клюква"" 300 мл",SYNERGETIC,Скрабы,Beauty
723213423,"Скраб для тела антицеллюлитный ""Пачули и ароматный бергамот"",300 мл",SYNERGETIC,Скрабы,Beauty
723217039,"Скраб для тела эластичность и сияние кожи ""Сандал и ягоды можжевельника"" 300 мл",SYNERGETIC,Скрабы,Beauty
723419927,"Скраб для тела подтягивающий ""Цветущий инжир и лотос"" 300 мл",SYNERGETIC,Скрабы,Beauty
723210738,"Скраб для тела глубокое очищение и питание ""Карамельное яблоко и ваниль"" 300 мл",SYNERGETIC,Скрабы,Beauty
722562442,"Шампунь для окрашенных волос ""Максимальное питание и восстановление"" 250мл",SYNERGETIC,Шампуни,Beauty
722559011,"Шампунь и гель для душа 2в1 для мужчин ""Энергия и сила"" 250мл",SYNERGETIC,Шампуни,Beauty
722618699,"Средство для пола ""Хвойная свежесть"" 750мл",SYNERGETIC,Пол,Clean
726412966,"Средство для мытья пола ""Горная лаванда"" 750мл",SYNERGETIC,Пол,Clean
722585873,"Средство для мытья пола""Аромамагия"" 750мл",SYNERGETIC,Пол,Clean
723522171,Средство для мытья пола и поверхностей универсальное 5л,SYNERGETIC,Пол,Clean
723245843,"Жидкое мыло ""Лаванда"" 5л",SYNERGETIC,Жидкое мыло,Beauty
723251299,"Жидкое мыло ""Луговые травы"" 5 л (литров)",SYNERGETIC,Жидкое мыло,Beauty
724513898,"Пакеты для мусора Lomberta с затяжкой, прочные, 35 л, 15 шт.",Lomberta,Пакеты для мусора,Lomberta
723788116,"Средство для чистки плит и духовок от жира и нагара, 0,5л",SYNERGETIC,Кухня,Clean
723802685,"Средство для стекол 0,5л",SYNERGETIC,Окна,Clean
723675305,"Пакеты для мусора Lomberta, с технологией Overlap, 60 л, 10 шт",Lomberta,Пакеты для мусора,Lomberta
723765759,"Пакеты для мусора Lomberta, с технологией Overlap, 35 л, 15 шт",Lomberta,Пакеты для мусора,Lomberta
723741632,"Пакеты для мусора Lomberta 60 л с затяжкой, прочные, 10 шт.",Lomberta,Пакеты для мусора,Lomberta
723704797,"Гель для мытья посуды Сочный лимон антибактериальный, REFILL PACK (запасной блок), 500мл",SYNERGETIC,Посуда,Clean
723814709,"Гель для мытья посуды Алоэ вера антибактериальный, REFILL PACK (запасной блок), 1000мл",SYNERGETIC,Посуда,Clean
723913786,"Губки для мытья посуды интенсив, жесткие, 4 шт.",Lomberta,Губки,Lomberta
723750125,"Губки для мытья посуды, крупнопористые 3шт.",Lomberta,Губки,Lomberta
723732557,Жидкое мыло Мелисса и ромашка REFILL PACK 1000мл,SYNERGETIC,Жидкое мыло,Beauty
723728322,"Жидкое мыло Миндальное молочко увлажняющее REFILL PACK (запасной блок), 500мл",SYNERGETIC,Губки,Lomberta
723766728,Бумага для выпечки 15 шт,Lomberta,Для выпечки,Lomberta
723803233,"Набор Эко-стирка+подарок гель для стирки 3шт, кондиционер 2 шт, отбеливатель, мыло",SYNERGETIC,Home_Наборы,Home
723967211,"Пакеты для продуктов Lomberta, 100 шт.",Lomberta,Пакеты,Lomberta
724006629,"Стиральный порошок универсальный суперконцентрат, 4 стирки",SYNERGETIC,Порошок,Home
723943592,Подарочный набор Кокос и масло макадамии,SYNERGETIC,Бьюти наборы,Beauty
723943941,Влажные салфетки Pure&Nature Алоэ вера 60 шт.,SYNERGETIC,Влажные салфетки,Baby
723846702,"Натуральный дезодорант ""бергамот - зеленый лайм""",SYNERGETIC,Дезодоранты,Beauty
724208214,"Гель для стирки REFILL PACK (запасной блок), 1000мл, 33 стирки",SYNERGETIC,Стирка,Home
724023786,"Кондиционер для белья ""Лавандовое поле"" REFILL PACK (запасной блок), 1000мл, 33 стирки",SYNERGETIC,Кондиционеры,Home
724085610,"Кондиционер для белья ""Райский сад"" REFILL PACK (запасной блок), 1000мл, 33 стирки",SYNERGETIC,Кондиционеры,Home
724022085,"Гель для душа ""Пачули и ароматный бергамот"" 3,5 л",SYNERGETIC,Гели для душа,Beauty
724024775,"Гель для душа ""Карамельное яблоко и ваниль"" 3,5 л",SYNERGETIC,Гели для душа,Beauty
725849610,"Гель для душа ""Сандал и ягоды можжевельника"" 750мл",SYNERGETIC,Гели для душа,Beauty
724023943,"Гель для душа ""Пачули и ароматный бергамот"" 750мл",SYNERGETIC,Гели для душа,Beauty
728244561,Средство от засоров труб 1л,SYNERGETIC,Сантехника,Clean
728990103,"Подарочный набор для ухода за телом Питание и увлажнение, 2 шт. крем 380мл., гель для душа 380мл.",SYNERGETIC,Бьюти наборы,Beauty
729115801,"Подарочный набор для ухода за волосами Увлажнение и блеск 3 в 1, 3 шт.",SYNERGETIC,Бьюти наборы,Beauty
1101020399,Подарочный набор Комбо для домашнего SPA,SYNERGETIC,Бьюти наборы,Beauty
729032206,"Подарочный набор Идеальный спа,5 шт. Шампунь, бальзам, маска, гель для душа, скраб",SYNERGETIC,Бьюти наборы,Beauty
728990106,"Набор Полная коллекция ароматов, гели для душа 5 шт. по 380 мл",SYNERGETIC,Бьюти наборы,Beauty
737567515,"Пакеты для заморозки Lomberta, 30 шт.",Lomberta,Пакеты,Lomberta
761903979,"Шампунь максимальное питание и восстановление 3,5 л",SYNERGETIC,Шампуни,Beauty
761903978,"Шампунь Интенсивное увлажнение и блеск 3,5 л",SYNERGETIC,Шампунь,Beauty
761905995,"Шампунь ""Объём и укрепление"" натуральный, бессульфатный, 750мл",SYNERGETIC,Шампуни,Beauty
762037858,"Мыло ""Морская соль и водоросли "" 4*90гр. твердое, кусковое",SYNERGETIC,Кусковое мыло,Beauty
762038006,"Мыло Synergetic ""Ассорти"" 4*90гр. твердое, кусковое",SYNERGETIC,Кусковое мыло,Beauty
762038011,"Мыло "" Масло мяты и апельсин"" 4*90гр. твердое, кусковое",SYNERGETIC,Кусковое мыло,Beauty
762036914,"Мыло Эвкалипт и шалфей 4*90гр. твердое, кусковое",SYNERGETIC,Кусковое мыло,Beauty
762312440,Крем Пачули и ароматный бергамот 380 мл,SYNERGETIC,Крем для рук и тела,Beauty
762312388,Крем Сандал и ягоды можжевельника 380 мл,SYNERGETIC,Крем для рук и тела,Beauty
762312387,Крем Карамельное яблоко и ваниль 380 мл,SYNERGETIC,Крем для рук и тела,Beauty
762566956,"Жидкое мыло ""Полевые цветы"" 5л (литров)",SYNERGETIC,Жидкое мыло,Beauty
762566832,"Крем-мыло ""Кокосовое молочко"" 3,5л (литра)",SYNERGETIC,Жидкое мыло,Beauty
765797824,Набор таблетки для посудомоечной машины 300шт,SYNERGETIC,ПММ,Home
765834674,Средство для чистки сантехники для ванной и туалета 5л,SYNERGETIC,Сантехника,Clean
765872922,Средство от засоров труб 5л,SYNERGETIC,Сантехника,Clean
765877724,"Средство для мытья пола ""Горная лаванда"" 5л",SYNERGETIC,Сантехника,Clean
815383153,Набор таблетки для посудомоечной машины Ultra Power 100 шт,SYNERGETIC,ПММ,Home
815387644,Набор таблеток для посудомоечной машины Ultra Power 55 шт,SYNERGETIC,ПММ,Home
903225851,Средство для мытья стекол 5л,SYNERGETIC,Окна,Clean
902932778,"Набор 100 эко-стирок стиральный порошок 2х50шт, кондиционер для белья 3х1л от 0+,",SYNERGETIC,Home_Наборы,Home
904112754,"Подарочный набор косметического мыла: полная коллекция ароматов, 380 мл*5 шт.",SYNERGETIC,Бьюти наборы,Beauty
904138995,"Подарочный набор для рук и тела: мыло и гель Гвоздика и дикая клюква + мыло Сандал и ягоды можжевельника, 380 мл*3 шт.",SYNERGETIC,Бьюти наборы,Beauty
907469126,Набор для стирки Гель 2в1 с пятновыводителем 5л + кондиционер Магическая орхидея 5л + ПОДАРОК,SYNERGETIC,Home_Наборы,Home
907480467,Набор для стирки Гель 2в1 с пятновыводителем 5л + кондиционер Бескрайний океан 5л + ПОДАРОК,SYNERGETIC,Home_Наборы,Home
907628886,Набор для стирки Гель 2в1 с пятновыводителем 5л + кондиционер Реликтовый лес 5л + ПОДАРОК,SYNERGETIC,Home_Наборы,Home
907639904,Набор для стирки Гель универсальный 5л + кондиционер Лавандовое поле 5л + ПОДАРОК,SYNERGETIC,Home_Наборы,Home
907656696,Набор для стирки Гель универсальный 5л + кондиционер Миндальное молочко 5л + ПОДАРОК,SYNERGETIC,Home_Наборы,Home
910791244,"Набор гель для стирки универсальный 5л+5л, 330 стирок",SYNERGETIC,Home_Наборы,Home
910845966,"Набор гель для стирки детского белья 5л+5л, 330 стирок",SYNERGETIC,Home_Наборы,Home
910934145,"Набор Гель для стирки SYNERGETIC 2в1 с пятновыводителем 5л+5л, 330 стирок",SYNERGETIC,Home_Наборы,Home
910963208,"Набор Кондиционер-ополаскиватель для детского белья 0+ нежное прикосновение, 2х5л, 330 стирок",SYNERGETIC,Home_Наборы,Home
911085673,"Набор Кондиционер-ополаскиватель для белья Аромамагия 2х5л, 330 стирок",SYNERGETIC,Home_Наборы,Home
911087603,"Набор Кондиционер-ополаскиватель для белья Лавандовое поле, 2х5л, 330 стирок",SYNERGETIC,Home_Наборы,Home
911163309,"Набор Кондиционер-ополаскиватель для белья Утренняя роса, 5л.",SYNERGETIC,Home_Наборы,Home
911212682,"Набор Кондиционер-ополаскиватель для белья Миндальное молочко 2х5л, 330 стирок",SYNERGETIC,Home_Наборы,Home
912271938,"Набор Кондиционер-ополаскиватель для белья Райский сад 2х5л, 330 стирок",SYNERGETIC,Home_Наборы,Home
912296361,"Набор Кондиционер-ополаскиватель для белья Цитрусовая фантазия 2х5л, 330 стирок",SYNERGETIC,Home_Наборы,Home
912325049,"Набор Кондиционер-ополаскиватель для белья Магическая орхидея 2х5л, 330 стирок",SYNERGETIC,Home_Наборы,Home
912336310,"Набор Кондиционер-ополаскиватель для белья Бескрайний океан 2х5л, 330 стирок",SYNERGETIC,Home_Наборы,Home
912402427,"Набор Кондиционер-ополаскиватель для белья Реликтовый лес 2х5л, 330 стирок",SYNERGETIC,Home_Наборы,Home
912459438,"Средство для мытья посуды, детских игрушек с ароматом алоэ, набор 5+5 л",SYNERGETIC,Clean_Наборы,Clean
912462055,"Набор Средство биоразлагаемое для мытья посуды с ароматом арбуза, 5л",SYNERGETIC,Clean_Наборы,Clean
912481856,"Набор Средство биоразлагаемое для мытья посуды с ароматом лимона, 5л",SYNERGETIC,Clean_Наборы,Clean
912501794,"Набор Средство биоразлагаемое для мытья посуды с ароматом яблока, 5л",SYNERGETIC,Clean_Наборы,Clean
912538975,"Набор средство универсальное моющее для пола, стен, поверхностей"" 5л.",SYNERGETIC,Clean_Наборы,Clean
912555401,Набор Средство чистящее для устранения засоров 5л.,SYNERGETIC,Clean_Наборы,Clean
912860036,"Набор Средство для мытья посуды с ароматом апельсина, 5л",SYNERGETIC,Clean_Наборы,Clean
916507995,"Набор Биоразлагаемое средство для мытья поверхностей ""Горная лаванда"" 5л",SYNERGETIC,Clean_Наборы,Clean
912923832,"Набор Биоразлагаемый кондиционер-ополаскиватель для белья утренняя роса, 2,75л.",SYNERGETIC,Clean_Наборы,Clean
912940926,"Набор Средстводля мытья сантехники ""для мытья сантехники Лаванда и шалфей"" 5л.",SYNERGETIC,Clean_Наборы,Clean
912966498,Набор Биоразлагаемое средство для удаления жира и нагара 5л.,SYNERGETIC,Clean_Наборы,Clean
913011893,"Набор Средство кислотное ""для мытья сантехники"" 5л.",SYNERGETIC,Clean_Наборы,Clean
913295086,"Набор Средство для мытья стекол, зеркал и бытовой техники 5л.",SYNERGETIC,Clean_Наборы,Clean
913051542,"Набор Средство для мытья сантехники 5 в 1, 5л",SYNERGETIC,Clean_Наборы,Clean
913102592,"Набор Средство для мытья поверхностей ""Нежная чистота"" 5л",SYNERGETIC,Clean_Наборы,Clean
913101310,"Набор Средство для мытья поверхностей ""Цитрусовая свежесть"" 5л",SYNERGETIC,Clean_Наборы,Clean
913123419,"Набор мыло для рук и тела Аромамагия, 2 шт. Жидкое мыло, 5л + 5л",SYNERGETIC,Бьюти наборы,Beauty
913148478,"Набор мыло для рук и тела Лаванда, 2 шт. Жидкое мыло, 5л + 5л",SYNERGETIC,Бьюти наборы,Beauty
913185611,"Набор мыло для рук и тела Миндальное молочко 2 шт. Жидкое мыло, 5л + 5л",SYNERGETIC,Бьюти наборы,Beauty
913185674,"Набор мыло для рук и тела Полевые цветы, 2 шт. Жидкое мыло, 5л + 5л",SYNERGETIC,Бьюти наборы,Beauty
914048556,"Набор мыло для рук и тела Фруктовый микс, 2 шт. Жидкое мыло, 5л + 5л",SYNERGETIC,Бьюти наборы,Beauty
914045124,"Набор Мыло жидкое Лемонграсс и мята 3,5л",SYNERGETIC,Бьюти наборы,Beauty
914066906,"Набор Мыло жидкое Имбирь и бергамот 3,5л",SYNERGETIC,Бьюти наборы,Beauty
914079183,"Набор Мыло жидкое Мелисса и ромашка 3,5л",SYNERGETIC,Бьюти наборы,Beauty
914090261,"Набор Крем-мыло Кокосовое молочко 3,5л",SYNERGETIC,Бьюти наборы,Beauty
914179652,"Набор мыло для рук и тела SYNERGETIC Луговые травы, 2 шт. Жидкое мыло, 5л + 5л",SYNERGETIC,Бьюти наборы,Beauty
914192662,"Набор Натуральный бессульфатный шампунь Интенсивное увлажнение и блеск, 3,5л",SYNERGETIC,Бьюти наборы,Beauty
914274236,"Набор Натуральный бессульфатный шампунь Максимальное питание и восстановление, 3,5л",SYNERGETIC,Бьюти наборы,Beauty
914246899,"Набор Натуральный биоразлагаемый гель для душа Пачули и ароматный бергамот 3,5л",SYNERGETIC,Бьюти наборы,Beauty
914288323,"Набор Натуральный биоразлагаемый гель для душа Карамельное яблоко и ваниль 3,5л",SYNERGETIC,Бьюти наборы,Beauty
914310707,"Набор гель для стирки 2в1 3,75л",SYNERGETIC,Home_Наборы,Home
914360846,"Набор кондиционер-ополаскиватель Аромамагия 2х2,75л, 180 стирок",SYNERGETIC,Home_Наборы,Home
914402213,"Набор Биоразлагаемый кондиционер-ополаскиватель : миндальное молочко, 2,75л.",SYNERGETIC,Home_Наборы,Home
914542839,"Набор кондиционер-ополаскиватель для детского белья: нежное прикосновение, 2,75л.",SYNERGETIC,Home_Наборы,Home
914568504,"Набор Биоразлагаемый кондиционер-ополаскиватель лавандовое поле, 2,75л.",SYNERGETIC,Home_Наборы,Home
914626147,"Набор Биоразлагаемый кондиционер-ополаскиватель райский сад, 2,75л.",SYNERGETIC,Home_Наборы,Home
914657426,"Набор гель для стирки цветного белья SYNERGETIC 2,75л х 2 шт, 180 стирок, 5,5л",SYNERGETIC,Home_Наборы,Home
914695563,"Набор гель для стирки универсальный SYNERGETIC 2,75л х 2шт, 180 стирок, 5,5л",SYNERGETIC,Home_Наборы,Home
914748431,"Набор гель для стирки детского белья SYNERGETIC 2х2,75л, 180 стирок, 5,5л.",SYNERGETIC,Home_Наборы,Home
920707595,Набор капсулы для стирки SYNERGETIC COLOR 240 шт (4х60шт),SYNERGETIC,Home_Наборы,Home
914890976,"Набор Соль для ванн магниево-сульфатная, натуральная, 6 шт. по 1000гр",SYNERGETIC,Бьюти наборы,Beauty
914900575,"Набор Соль для ванн магниево-сульфатная с маслом эвкалипта, натуральная, 6 шт. по 1000гр",SYNERGETIC,Бьюти наборы,Beauty
916111122,"Набор Соль для ванн, натуральная, 6 шт. по 1000гр",SYNERGETIC,Бьюти наборы,Beauty
914929118,"Набор Соль для ванн с маслом лаванды, натуральная, 6 шт. по 1000гр",SYNERGETIC,Бьюти наборы,Beauty
915878120,"Набор крем для рук и тела Сандал и ягоды можжевельника, натуральный 6 шт. по 380мл",SYNERGETIC,Бьюти наборы,Beauty
916045913,"Набор крем для рук и тела Пачули и ароматный бергамот, натуральный, 6 шт. по 380мл",SYNERGETIC,Бьюти наборы,Beauty
916106545,"Набор крем для рук и тела Карамельное яблоко и ваниль, натуральный, 6 шт. по 380мл",SYNERGETIC,Бьюти наборы,Beauty
916138569,"Набор для ухода за телом кофейный скраб, 6 шт. по 300мл",SYNERGETIC,Бьюти наборы,Beauty
916170361,Набор для ухода за телом скраб пачули и ароматный бергамот 6 шт. по 300мл,SYNERGETIC,Бьюти наборы,Beauty
916367837,"Набор для ухода за телом скраб кокос и масло макадамии,6 шт. по 300мл",SYNERGETIC,Бьюти наборы,Beauty
916364689,"Набор сухой скраб, натуральный моделирующий, кофе и нероли, 6 шт. по 200гр",SYNERGETIC,Бьюти наборы,Beauty
916403708,"Набор сухой скраб, натуральный антицеллюлитный, корица и красный перец, 6 шт. по 200гр",SYNERGETIC,Бьюти наборы,Beauty
916422330,"Набор сухой скраб, натуральный тонизирующий, кокос и ваниль,6 шт. по 200гр",SYNERGETIC,Бьюти наборы,Beauty
916434980,"Набор сухой скраб, натуральный питательный, какао и малина,6 шт. по 200гр",SYNERGETIC,Бьюти наборы,Beauty
916508948,"Набор мыло для рук и тела Миндальное молочко, жидкое мыло 6 шт. по 500мл",SYNERGETIC,Бьюти наборы,Beauty
916526872,"Набор Детская зубная паста липа и ромашка, от 0 до 3 лет, 50гр 12 шт.",SYNERGETIC,Наборы,Baby
916550059,Набор гель для интимной гигиены 6 шт. по 250мл,SYNERGETIC,Бьюти наборы,Beauty
916584741,Набор пенка для интимной гигиены 6 шт. по 150мл,SYNERGETIC,Бьюти наборы,Beauty
920708291,Набор для дома 5+5 ( средство для пола и поверхностей +для мытья окон и зеркал),SYNERGETIC,Clean_Наборы,Clean
920719456,Набор для дома 5+5 (посуда + окна),SYNERGETIC,Clean_Наборы,Clean
920922570,Набор для дома 5+5 (мыло + пол),SYNERGETIC,Clean_Наборы,Clean
920922098,Набор для дома 5+5 (мыло + стирка 2в1),SYNERGETIC,Home_Наборы,Home
921007878,"Набор Зубная паста активная защита, 100гр., 6 шт.",SYNERGETIC,Наборы,Oral
921022257,"Набор Зубная паста интенсивное отбеливание, 100гр., 6 шт.",SYNERGETIC,Наборы,Oral
921038772,"Набор Зубная паста природное отбеливание, 100гр., 6 шт.",SYNERGETIC,Наборы,Oral
921044308,"Набор Зубная паста комплекс-формула 7 в 1, 100гр., 6 шт.",SYNERGETIC,Наборы,Oral
921059286,"Набор Зубная паста для чувствительных зубов и десен, 100гр., 6 шт.",SYNERGETIC,Наборы,Oral
921074440,"Набор Зубная паста биоактивный кальций, 100 гр., 6 шт.",SYNERGETIC,Наборы,Oral
922104925,"Набор гель для стирки универсальный 2,75л + кондиционер-ополаскиватель миндальное молочко 2,75л Synergetic",SYNERGETIC,Home_Наборы,Home
922602778,"Набор для стирки детского белья гель 2,75л + кондиционер-ополаскиватель 2,75л, гипоаллергенный, без запаха",SYNERGETIC,Home_Наборы,Home
923296639,Набор средств для ванной комнаты 5+5 л,SYNERGETIC,Clean_Наборы,Clean
923339798,Набор Средство для мытья посуды 5+5л,SYNERGETIC,Clean_Наборы,Clean
923376563,Набор Средство для мытья полов моющее 5+5л,SYNERGETIC,Clean_Наборы,Clean
923457769,"Набор ""Стирка на 3 месяца"" гель для стирки 3 шт + кондиционер для белья 2 шт + подарок",SYNERGETIC,Home_Наборы,Home
923472107,"Набор для уборки Чистота и блеск, антижир, средство для уборки дома, сантехники 6шт.*500мл.",SYNERGETIC,Clean_Наборы,Clean
923463549,Набор для уборки дома,SYNERGETIC,Clean_Наборы,Clean
930574324,"Подарочный набор SPA Beauty, 6шт. Шампунь, сыворотка, маска, гель для душа, крем для рук и тела, скраб",SYNERGETIC,Бьюти наборы,Beauty
930572173,"Подарочный набор SPA Beauty, 5шт. Крем для рук и тела, гель для душа, жидкое мыло, соль для ванны, сухой скраб",SYNERGETIC,Бьюти наборы,Beauty
924086136,"Подарочный набор кремы для рук и тела Beauty, натуральные, без парабенов, без силиконов, 3 шт. по 380мл",SYNERGETIC,Бьюти наборы,Beauty
929687449,"Подарочный набор SPA, 3 шт. женский, крем для рук и тела 380 мл, гель для душа 380 мл, скраб для тела 300 мл",SYNERGETIC,Бьюти наборы,Beauty
929806726,"Подарочный набор косметических кремов натуральные кремы, ассорти, 6 шт. по 75мл.",SYNERGETIC,Бьюти наборы,Beauty
930005164,"Подарочный набор для ухода за волосами Энергия и сила, шампунь для волос и гель для душа 2 в 1, мужской, бессульфатный, 2 шт. по 400мл",SYNERGETIC,Бьюти наборы,Beauty
932357593,"Набор Детская зубная паста липа и ромашка, от 0 до 3 лет, 50гр 6 шт.",SYNERGETIC,Наборы,Oral
940614516,"Набор для уборки кухни чистящее средство для удаления жира, копоти, нагара с плит, сковородок, духовых шкафов, гриля и других кухонных поверхностей Антижир SYNERGETIC 0,5л* 3 шт.",SYNERGETIC,Clean_Наборы,Clean
940667984,Набор для уборки дома Сияющая поверхность с триггером (курковым распылителем) 3шт. * 500мл.,SYNERGETIC,Clean_Наборы,Clean
940759279,"Набор Чистая посуда Ultra Optimum 4 предмета: таблетки 55шт, соль 0,75кг, ополаскиватель 0,75л, мыло 1л",SYNERGETIC,Home_Наборы,Home
953630799,"Набор Чистая посуда Ultra Maximum 5 предметов: таблетки 100шт, соль 1,5кг, ополаскиватель 0,75л, гель 1л, мыло 1л",SYNERGETIC,Home_Наборы,Home
954709457,Набор для кухни и дома,SYNERGETIC,Clean_Наборы,Clean
996536823,"Подарочный набор для ухода за волосами SPA Beauty, 4шт. Шампунь, маска, сыворотка, пилинг для кожи головы",SYNERGETIC,Бьюти наборы,Beauty
996556597,"Набор гель для душа Кокос и масло макадамии, 3 шт. по 750мл",SYNERGETIC,Бьюти наборы,Beauty
998548755,"Набор гель для душа Карамельное яблоко и ваниль, 3 шт. по 750мл",SYNERGETIC,Бьюти наборы,Beauty
998550352,"Набор гель для душа Сандал и ягоды можжевельника, 3 шт. по 750мл",SYNERGETIC,Бьюти наборы,Beauty
998550133,"Набор гель для душа ассорти, 3 шт. по 750мл.",SYNERGETIC,Бьюти наборы,Beauty
1054137835,Набор Кондиционер Альпийская свежесть и Гель для стирки Универсальный,Lomberta,Наборы,Lomberta
1054148424,Набор Кондиционер Ароматная лаванда и Гель для стирки Универсальный,Lomberta,Наборы,Lomberta
1054165026,Набор Кондиционер Сицилийская Роза и Гель для стирки Универсальный,Lomberta,Наборы,Lomberta
1101120958,"Набор подгузники SYNERGETIC Pure&Nature, размер 2 / MINI, 2 упаковки по 50 шт.",SYNERGETIC,Наборы,Baby
1101127752,"Набор подгузники-трусики SYNERGETIC Pure&Nature, размер 5 / JUNIOR, 2 упаковки по 40 шт.",SYNERGETIC,Наборы,Baby
1101103213,"Набор подгузники-трусики SYNERGETIC Pure&Nature, размер 6 / XL, 2 упаковки по 36 шт.",SYNERGETIC,Наборы,Baby
1101099567,"Подгузники-трусики Pure&Nature, размер 4 / MAXI, 2 упаковки по 44 шт.",SYNERGETIC,Подгузники,Baby
1101085182,"Подгузники Pure Nature, размер 3, 2 упаковки по 49 шт",SYNERGETIC,Подгузники,Baby
1099910458,"Набор подгузники Pure&Nature, размер 4 / MAXI, 2 упаковки по 42 шт.",SYNERGETIC,Наборы,Baby
1100819519,Набор для стирки белья Гель универсальный для всех видов тканей 5л + Кондиционер-ополаскиватель Утренняя роса 5л,SYNERGETIC,Home_Наборы,Home
1100871562,Набор для стирки детского белья гель 5л + кондиционер Нежное прикосновение 5л,SYNERGETIC,Home_Наборы,Home
1117832231,"Набор-Капсулы для стирки Color ""40+40""",SYNERGETIC,Home_Наборы,Home
1117831887,"Набор-Капсулы для стирки Color ""40+60""",SYNERGETIC,Home_Наборы,Home
